ad_id,page_name,political_value,paid_for_by,ad_text,observed_at,call_to_action,targetings
6232257010653,USA for UNHCR,0.9999994,NA,"Hi, I’m Ben Stiller and I’m a Goodwill Ambassador for UNHCR, the UN Refugee Agency.Right now, Syrian refugees in Jordan and Lebanon are facing freezing temperatures and harsh conditions. When the winter cold arrives, just making it through another day becomes that much harder. I’ve seen how hard refugee families work to rebuild after surviving war, violence and persecution. Will you join me and make a generous emergency donation to help refugee families right now?… See More
Hi, I’m Ben Stiller and I’m a Goodwill Ambassador for UNHCR, the UN Refugee Agency.
Right now, Syrian refugees in Jordan and Lebanon are facing freezing temperatures and harsh conditions. When the winter cold arrives, just making it through another day becomes that much harder. 
I’ve seen how hard refugee families work to rebuild after surviving war, violence and persecution. Will you join me and make a generous emergency donation to help refugee families right now?… See More
UNREFUGEES.ORG/DONATE
Special Matching Gift
Special Matching Gift
Not affiliated with Facebook
Donate Now
Like
Comment",2020-12-25T17:12:15Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'CALookalike', 'USA for UNHCR'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846576554050576,Last Prisoner Project,0.9999993,NA,"This Holiday Season we are inviting our supporters to donate or send letters to support others without their families and loved ones. Your contribution matters more than ever this year with many being isolated due to COVID.
This Holiday Season we are inviting our supporters to donate or send letters to support others without their families and loved ones. Your contribution matters more than ever this year with many being isolated due to COVID.
https://www.lastprisonerproject.org/
Your Support Matters
Your Support Matters
We are inviting our supporters to send some well wishes to those currently incarcerated for cannabis this holiday season. This past year has been incredibly difficult for prisoners with COVID restricting access to visitations and frequent lockdowns restricting internet access so handwritten letters can really go a long way. Sending a holiday letter to an incarcerated cannabis prisoner reminds them that they have not been forgotten.
Learn More
Like
Comment",2020-12-25T14:34:06Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_DATAFILE': [{'The Last Prisoner Project', 'CustomAudiencesDatafile'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
6226344431466,World Wildlife Fund,0.9999992,NA,"This holiday season, our planet needs your help! Help us continue our conservation work by symbolically adopting an animal. You gift will make a positive impact, and you'll receive an adorable plush!
This holiday season, our planet needs your help! Help us continue our conservation work by symbolically adopting an animal. You gift will make a positive impact, and you'll receive an adorable plush!
Adopt A Walrus
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
Adopt A Tiger
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
Adopt A Pangolin
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
Adopt A Fennec Fox
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
Adopt A Narwhal
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
Adopt A African Wild Dog
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
Adopt A Sloth Bear
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
Adopt A Hedgehog
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
Adopt A Ladybug
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
Adopt A Black-footed Cat
Do something good this holiday season and make a donation that will help protect wildlife and their habitats.
Donate Now
See more at
GIFTS.WORLDWILDLIFE.ORG
Like
Comment",2020-12-25T17:55:21Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_ENGAGEMENT_VIDEO': [{'CAEngagementVideo': 'World Wildlife Fund'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'CALookalike', 'World Wildlife Fund'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
6228069569407,New York Magazine,0.99999917,NA,"Trump is guided by instinct on most days, but the final year of his presidency was marked by something unusual: He wasn’t sure what to believe or what to do anymore.
Trump is guided by instinct on most days, but the final year of his presidency was marked by something unusual: He wasn’t sure what to believe or what to do anymore.
nymag.com
The Final Gasp of Donald Trump’s Presidency
The Final Gasp of Donald Trump’s Presidency
Inside the White House on election week.
Learn More
Like
Comment",2020-12-25T01:32:41Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_WEBSITE': [{'CAWebsite': 'New York Magazine'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-27"
23846662931340368,SOS Children's Villages Georgia,0.9999987,NA,"„მე გამიგია რომ ზოგჯერ შეიძლება ყველაზე სანატრელი სურვილებიც შეიძლება აგიხდეს, ახალ წელს ოცნებები სრულდება, ამიტომ არსებობს. მაგრამ დარწმუნებული არ ვარ რომ შეიძლება ჩემი საოცნებო ყურსასმენი მაჩუქოს ვინმემ..“ - ლელა, 14 წლის   შეასხი ფრთები მარტივად პატარა ფერიების და ელფების ოცნებებს, გააფერადე მათი ბავშვობა და ისინი მომავალში შეძლებენ სხვების ოცნებების ასრულებას. აუსრულე ოცნება მას ვისაც სურს  www.mynewyear.ge
„მე გამიგია რომ ზოგჯერ შეიძლება ყველაზე სანატრელი სურვილებიც შეიძლება აგიხდეს, ახალ წელს ოცნებები სრულდება, ამიტომ არსებობს. მაგრამ დარწმუნებული არ ვარ რომ შეიძლება ჩემი საოცნებო ყურსასმენი მაჩუქოს ვინმემ..“ - ლელა, 14 წლის 
  შეასხი ფრთები მარტივად პატარა ფერიების და ელფების ოცნებებს, გააფერადე მათი ბავშვობა და ისინი მომავალში შეძლებენ სხვების ოცნებების ასრულებას.
 აუსრულე ოცნება მას ვისაც სურს  www.mynewyear.ge
SOS Children's Villages Georgia
Non-Governmental Organization (NGO)
Learn More
Like
Comment",2020-12-25T10:21:45Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'LOCATION': [{'Location', 'Georgia'}]},2020-12-25,2020-12-25"
6221936453792,Millions Against Monsanto by OrganicConsumers.org,0.99999803,NA,"It’s time to end the reckless genetic engineering and weaponizing of pathogenic viruses and organisms, carried out under the guise of “biomedicine” and “biodefense,” by demanding an immediate and total global ban all gain-of-function research.SIGN THE PETITION: ""Demand an Immediate Global Ban on Gain-of-Function ‘Biomedical’ and ‘Biodefense’ Research!""
It’s time to end the reckless genetic engineering and weaponizing of pathogenic viruses and organisms, carried out under the guise of “biomedicine” and “biodefense,” by demanding an immediate and total global ban all gain-of-function research.
SIGN THE PETITION: ""Demand an Immediate Global Ban on Gain-of-Function ‘Biomedical’ and ‘Biodefense’ Research!""
SIGN THE PETITION: Stop the Genetic Engineering of Viruses! Shut Down All ‘Biodefense’ Labs Immediately!
SIGN THE PETITION: Stop the Genetic Engineering of Viruses! Shut Down All ‘Biodefense’ Labs Immediately!
As dangerous and unnecessary as genetic engineering is when used to modify food, the technology has an even more potentially deadly use: biowarfare. It’s time to stop allowing—and funding—the dangerous and illegal activity of genetically engineering viruses, under the guise of “biodefense,.....
Send Message
Like
Comment",2020-12-25T21:25:24Z,NA,"{'AGE_GENDER': [{'Age': '13-53', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'Natural environment'}, {'Interests': 'Organic farming'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-30"
23846578279730548,Humane Society of Memphis & Shelby,0.99999774,NA,"We can't thank you enough for your support so far during our Holiday Drive to Save Lives fundraiser! Your contributions are essential as we do not receive any government assistance or funding from national Humane Society organizations.The funds we raise between now and the end of the year are critical to funding our operations in 2021. Please give today to help us change lives of animals in our community!
We can't thank you enough for your support so far during our Holiday Drive to Save Lives fundraiser! Your contributions are essential as we do not receive any government assistance or funding from national Humane Society organizations.
The funds we raise between now and the end of the year are critical to funding our operations in 2021. Please give today to help us change lives of animals in our community!
2020 Humane Society Holiday Drive to Save Lives
Fundraiser by Humane Society of Memphis & Shelby
$975 raised of $5,000
28 people donated.
Donate",2020-12-25T23:32:31Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_ENGAGEMENT_PAGE': [{'CAEngagementPage', 'Humane Society of Memphis & Shelby'}], 'LOCATION': [{'Bartlett, Tennessee', 'Location'}]},2020-12-25,2020-12-28"
23846488897230444,Earthjustice,0.99999726,NA,"Behind nearly every major environmental win, you'll find Earthjustice. We've taken polluters to court for nearly fifty years. And we win. This year, we achieved more than 80 legal victories — setting far-reaching precedents for years to come.We’re counting on your help to claim even more victories for people and the planet in 2021. Donate before the December 31 deadline and your new or increased gift will be MATCHED. Double your impact today!
Behind nearly every major environmental win, you'll find Earthjustice. We've taken polluters to court for nearly fifty years. And we win. This year, we achieved more than 80 legal victories — setting far-reaching precedents for years to come.
We’re counting on your help to claim even more victories for people and the planet in 2021. Donate before the December 31 deadline and your new or increased gift will be MATCHED. Double your impact today!
ACT.EARTHJUSTICE.ORG
2X MATCH: Double Your Gift
2X MATCH: Double Your Gift
Not affiliated with Facebook
Donate Now
Like
Comment",2020-12-25T14:24:25Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_ENGAGEMENT_PAGE': [{'CAEngagementPage', 'Earthjustice'}], 'INTERESTS': [{'Interests': 'Earthjustice'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-26"
23846239101060420,Gulf Power Company,0.99999714,NA,"We’re committed to cleaner energy and increased reliability that benefits everyone. As part of the Florida Power & Light family, we’re taking a powerful step forward for Northwest Florida.
We’re committed to cleaner energy and increased reliability that benefits everyone. As part of the Florida Power & Light family, we’re taking a powerful step forward for Northwest Florida.
gulfpower.com
A Powerful Step Forward
A Powerful Step Forward
As part of the Florida Power & Light family, we’re delivering increased reliability, while fueling a cleaner, brighter energy future for all of us, right here at home. Together, we’re taking a powerful step forward for Northwest Florida.
Like
Comment",2020-12-25T00:08:36Z,NA,"{'AGE_GENDER': [{'Age': '13-53', 'Gender': 'ANY'}], 'LOCATION': [{'Location', 'Mary Esther, Florida'}]},2020-12-25,2020-12-25"
6224247144266,World Wildlife Fund,0.99999523,NA,"This holiday season, don't forget about the wildlife that need your support. End 2020 by helping nature with a symbolic adoption of your favorite animal!
This holiday season, don't forget about the wildlife that need your support. End 2020 by helping nature with a symbolic adoption of your favorite animal!
Adopt A Three-toed Sloth
Support WWF this holiday season and give a gift that matters!
Donate Now
Adopt A African Elephant
Support WWF this holiday season and give a gift that matters!
Donate Now
Adopt A Vampire Bat
Support WWF this holiday season and give a gift that matters!
Donate Now
Adopt A River Otter
Support WWF this holiday season and give a gift that matters!
Donate Now
Adopt A Arctic Fox
Support WWF this holiday season and give a gift that matters!
Donate Now
Adopt A Red Panda
Support WWF this holiday season and give a gift that matters!
Donate Now
Adopt A Narwhal
Support WWF this holiday season and give a gift that matters!
Donate Now
Adopt A Gray Wolf
Support WWF this holiday season and give a gift that matters!
Donate Now
Adopt A Sea Turtle Hatchling
Support WWF this holiday season and give a gift that matters!
Donate Now
Adopt A Whale Shark
Support WWF this holiday season and give a gift that matters!
Donate Now
See more at
GIFTS.WORLDWILDLIFE.ORG
Like
Comment",2020-12-25T17:11:18Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'CALookalike', 'World Wildlife Fund'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846621594950040,HCA Healthcare,0.9999945,NA,"The pandemic has hit our world hard. Through it all – our doctors, nurses, specialists and colleagues show up to care and improve human life. You have our commitment.  Now we need yours. HCA Healthcare and more than 100 other top healthcare systems across the U.S. are uniting to encourage each and every one of you to #MaskUp to slow the surging COVID-19 pandemic now. We all must be vigilant in the behaviors that will protect us, our families, our communities and the ones… See More
The pandemic has hit our world hard. Through it all – our doctors, nurses, specialists and colleagues show up to care and improve human life. You have our commitment.  Now we need yours. 
HCA Healthcare and more than 100 other top healthcare systems across the U.S. are uniting to encourage each and every one of you to #MaskUp to slow the surging COVID-19 pandemic now. We all must be vigilant in the behaviors that will protect us, our families, our communities and the ones… See More
Like
Comment",2020-12-25T20:56:42Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'LOCATION': [{'Alaska', 'Location'}, {'Florida', 'Location'}]},2020-12-25,2020-12-26"
6225633029866,World Wildlife Fund,0.9999943,NA,"Having trouble deciding on how to give back this holiday season? If so, you're in luck! Support our planet by donating and you'll receive a free plush or WWF apparel!
Having trouble deciding on how to give back this holiday season? If so, you're in luck! Support our planet by donating and you'll receive a free plush or WWF apparel!
Receive A Bumblebee
Support WWF this holiday season and give a gift that matters!
Donate Now
Receive A Origami Panda (Hers)
Support WWF this holiday season and give a gift that matters!
Donate Now
Receive A Vampire Bat
Support WWF this holiday season and give a gift that matters!
Donate Now
Receive A Pangolin
Support WWF this holiday season and give a gift that matters!
Donate Now
Receive A Whale Shark
Support WWF this holiday season and give a gift that matters!
Donate Now
Receive A Hedgehog
Support WWF this holiday season and give a gift that matters!
Donate Now
Receive A Sturgeon
Support WWF this holiday season and give a gift that matters!
Donate Now
Receive A Fennec Fox
Support WWF this holiday season and give a gift that matters!
Donate Now
Receive A Przewalski's Horse
Support WWF this holiday season and give a gift that matters!
Donate Now
Receive A Long-Sleeve 3 Fish (Unisex)
Support WWF this holiday season and give a gift that matters!
Donate Now
See more at
GIFTS.WORLDWILDLIFE.ORG
Like
Comment",2020-12-25T02:10:40Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'CALookalike', 'World Wildlife Fund'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846563210380436,Scotland's Charity Air Ambulance - SCAA,0.9999943,NA,"Just by liking our page, you can show your support for Scotland's Charity Air Ambulance and our life-saving work across Scotland.
Just by liking our page, you can show your support for Scotland's Charity Air Ambulance and our life-saving work across Scotland.
Scotland's Charity Air Ambulance - SCAA
Scotland's Charity Air Ambulance - SCAA
SCAA rely on charitable donations.  We can reach 90% of Scotland's population in up to 25 mins - saving time and save lives.
Like Page
Like
Comment",2020-12-25T21:31:37Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'LOCATION': [{'Scotland', 'Location'}]},2020-12-25,2021-01-22"
23846193226470148,City of Minneapolis Government,0.9999938,NA,"Environmental justice and sustainability are core values of the Upper Harbor Terminal redevelopment -- focusing on repairing the environmental injustices that impact North and Northeast community residents and disproportionately impact our residents of color.  Headline: We Value Environmental Justice
Environmental justice and sustainability are core values of the Upper Harbor Terminal redevelopment -- focusing on repairing the environmental injustices that impact North and Northeast community residents and disproportionately impact our residents of color. 
 Headline: We Value Environmental Justice
upperharbormpls.com
We Value The Local Environment
We Value The Local Environment
Click to Learn more!
Learn More",2020-12-25T08:01:14Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'Community issues'}], 'LOCATION': [{'Location', 'Golden Valley, Minnesota'}, {'Minneapolis, Minnesota', 'Location'}]},2020-12-25,2021-01-06"
6236348250565,Robert Reich,0.99999344,NA,"Thanks to your continued engagement, our videos and posts are shared seven times more than Sean Hannity's, and our page receives 15 times more engagement than Ben Shapiro’s. But we need your help to continue to grow and keep producing even better, more effective and shareable videos to set the record straight. Please support our work by chipping in whatever you can today. Thank you!
Thanks to your continued engagement, our videos and posts are shared seven times more than Sean Hannity's, and our page receives 15 times more engagement than Ben Shapiro’s. But we need your help to continue to grow and keep producing even better, more effective and shareable videos to set the record straight. Please support our work by chipping in whatever you can today. Thank you!
SECURE.ACTBLUE.COM
Support Our Work
Support Our Work
Not affiliated with Facebook
Donate Now
Like
Comment",2020-12-25T22:23:25Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_ENGAGEMENT_VIDEO': [{'CAEngagementVideo': 'Robert Reich'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-31"
6236366482365,Robert Reich,0.99999344,NA,"Thanks to your continued engagement, our videos and posts are shared seven times more than Sean Hannity's, and our page receives 15 times more engagement than Ben Shapiro’s. But we need your help to continue to grow and keep producing even better, more effective and shareable videos to set the record straight. Please support our work by chipping in whatever you can today. Thank you!
Thanks to your continued engagement, our videos and posts are shared seven times more than Sean Hannity's, and our page receives 15 times more engagement than Ben Shapiro’s. But we need your help to continue to grow and keep producing even better, more effective and shareable videos to set the record straight. Please support our work by chipping in whatever you can today. Thank you!
SECURE.ACTBLUE.COM
Support Our Work
Support Our Work
Not affiliated with Facebook
Donate Now
Like
Comment",2020-12-25T16:55:07Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'CALookalike', 'Robert Reich'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846682780980468,Los Angeles Times,0.99999267,NA,"It may be the last appeal as well. Under federal election law, Dec. 8 marks the date when a state’s results are deemed to be set and final.
It may be the last appeal as well. Under federal election law, Dec. 8 marks the date when a state’s results are deemed to be set and final.
latimes.com
Supreme Court says no to first and probably last high court appeal of 2020 presidential election
Supreme Court says no to first and probably last high court appeal of 2020 presidential election
Photo Credit: Chip Somodevilla / Getty Images",2020-12-25T00:15:39Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'Los Angeles Times', 'CALookalike'}], 'LOCALE': [{'Locale': ['English (UK)', 'English (US)']}], 'LOCATION': [{'Los Angeles, California', 'Location'}, {'Ridgecrest, California', 'Location'}]},2020-12-25,2020-12-28"
23846682800780468,Los Angeles Times,0.99999267,NA,"It may be the last appeal as well. Under federal election law, Dec. 8 marks the date when a state’s results are deemed to be set and final.
It may be the last appeal as well. Under federal election law, Dec. 8 marks the date when a state’s results are deemed to be set and final.
latimes.com
Supreme Court says no to first and probably last high court appeal of 2020 presidential election
Supreme Court says no to first and probably last high court appeal of 2020 presidential election
Photo Credit: Chip Somodevilla / Getty Images",2020-12-25T05:12:49Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_DATAFILE': [{'Los Angeles Times', 'CustomAudiencesDatafile'}], 'LOCALE': [{'Locale': ['English (UK)', 'English (US)']}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
6221324456640,1Hood Media,0.99998784,NA,"What Black Pittsburgh Needs to Know About Romir Talley featuring Tasha Talley, Mother of Romir Talley, Marcus Stuckey, Cousin of Romir Talley, and Fawn Walker Montgomery, Take Action Mon Valley. What Black Pittsburgh Needs to Know is moderated by Dr. Cheryl Hall-Russell, president of BW3, and features remarks from Jasiri X, CEO of 1Hood Media, and Dr. Jamil Bey, CEO of UrbanKind Institute.
What Black Pittsburgh Needs to Know About Romir Talley featuring Tasha Talley, Mother of Romir Talley, Marcus Stuckey, Cousin of Romir Talley, and Fawn Walker Montgomery, Take Action Mon Valley. 
What Black Pittsburgh Needs to Know is moderated by Dr. Cheryl Hall-Russell, president of BW3, and features remarks from Jasiri X, CEO of 1Hood Media, and Dr. Jamil Bey, CEO of UrbanKind Institute.
Like
Comment",2020-12-25T19:15:15Z,NA,"{'AGE_GENDER': [{'Age': '1-53', 'Gender': 'ANY'}], 'LOCATION': [{'Pittsburgh, Pennsylvania', 'Location'}]},2020-12-25,2020-12-25"
23846370011800160,Vermont-NEA,0.9999838,NA,"Here. No Matter Where.
Here. No Matter Where.
VTNEA.ORG/NOMATTERWHERE
Vermont's new ad campaign supporting public schools
Vermont's new ad campaign supporting public schools
In a school year unlike any other, we’ve shown grit and determination like never before.
Through it all, we've been dedicated to making sure our children continue learning – even if it's somewhere other than their classrooms.
Learn More
Like
Comment",2020-12-25T19:03:03Z,NA,"{'AGE_GENDER': [{'Age': '9-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_LOOKALIKE': [{'Vermont NEA', 'CALookalike'}], 'CUSTOM_AUDIENCES_DATAFILE': [{'Vermont NEA', 'CustomAudiencesDatafile'}], 'LOCATION': [{'Location', 'Vermont'}]},2020-12-25,2020-12-31"
23846402786140584,Coors Seltzer,0.99997854,NA,"“Water is the foundation of life for us here in Hawaii, so I'm stoked to announce Iʻve partnered with Coors Seltzer to help preserve this precious resource for our ‘āina and for future generations to come. A portion of every pack will go towards restoring the Wailua River on Kauai.  Cheers!” – Makua Rothman, American big wave rider, professional surfer and musician #SeltzerWithAMission.
“Water is the foundation of life for us here in Hawaii, so I'm stoked to announce Iʻve partnered with Coors Seltzer to help preserve this precious resource for our ‘āina and for future generations to come. A portion of every pack will go towards restoring the Wailua River on Kauai.  Cheers!” – Makua Rothman, American big wave rider, professional surfer and musician #SeltzerWithAMission.
coorsseltzer.com
Home | Coors Seltzer
Home | Coors Seltzer
Introducing Coors Seltzer, the first hard seltzer made with a mission to restore our rivers. Coors Seltzer comes in 4 delicious flavors, and each 12 pack purchased restores 500 gallons of clean water to America’s Rivers.*
Learn More",2020-12-25T04:28:25Z,NA,"{'AGE_GENDER': [{'Age': '9-53', 'Gender': 'ANY'}], 'LOCATION': [{'Honolulu, Hawaii', 'Location'}]},2020-12-25,2020-12-25"
6236348047965,Robert Reich,0.9999782,NA,"Thanks to your continued engagement, our videos have now been viewed over 500 million times, and we have an average weekly reach of over 15 million across Facebook, YouTube, Twitter, Instagram, and TikTok. But we need your help to continue to grow and keep producing even better, more effective and shareable videos to educate the public. Please support our work by chipping in whatever you can today. Thank you!
Thanks to your continued engagement, our videos have now been viewed over 500 million times, and we have an average weekly reach of over 15 million across Facebook, YouTube, Twitter, Instagram, and TikTok. But we need your help to continue to grow and keep producing even better, more effective and shareable videos to educate the public. Please support our work by chipping in whatever you can today. Thank you!
SECURE.ACTBLUE.COM
Support Our Work
Support Our Work
Not affiliated with Facebook
Donate Now
Like
Comment",2020-12-25T01:11:15Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_ENGAGEMENT_VIDEO': [{'CAEngagementVideo': 'Robert Reich'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846192576100724,FAIRFAX & FAVOR,0.999977,NA,"It's time to vote for November’s Customer of the Month  VOTE NOW for your favourite The photo with the most likes by Monday 21st December (3pm) will #WIN a £500 Gift Card #f… See More
It's time to vote for November’s Customer of the Month  
VOTE NOW for your favourite 
The photo with the most likes by Monday 21st December (3pm) will #WIN a £500 Gift Card 
#f… See More",2020-12-25T02:16:08Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'Shopping and fashion'}], 'LOCATION': [{'the United Kingdom', 'Location'}]},2020-12-25,2020-12-29"
23846285732370248,Planned Parenthood Action,0.99997467,NA,"For a limited time, your gift to Planned Parenthood Action Fund will be MATCHED, up to $500,000! Make your gift now, and you’ll do 2X as much to help Planned Parenthood Action Fund.
For a limited time, your gift to Planned Parenthood Action Fund will be MATCHED, up to $500,000! Make your gift now, and you’ll do 2X as much to help Planned Parenthood Action Fund.
WEAREPLANNEDPARENTHOODACTION.ORG
Your Gift Matched
Your Gift Matched
Not affiliated with Facebook
Donate Now",2020-12-25T06:05:14Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'INTERESTS': [{'Interests': 'Education'}, {'Interests': 'Health care'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-25"
23846706839400456,Project HOPE,0.9999707,NA,"Limited Opportunity Project HOPE is providing PPE and training to the frontline health care heroes facing long hours and continued risks from COVID. Right now, donations will be matched dollar-for-dollar, so your gift can send 2X the equipment, supplies and training to save lives during this unprecedented pandemic.
 Limited Opportunity Project HOPE is providing PPE and training to the frontline health care heroes facing long hours and continued risks from COVID. Right now, donations will be matched dollar-for-dollar, so your gift can send 2X the equipment, supplies and training to save lives during this unprecedented pandemic.
SECURE.PROJECTHOPE.ORG
Your Livesaving Donation Matched 2X
Your Livesaving Donation Matched 2X
Not affiliated with Facebook
Donate Now
Like
Comment",2020-12-25T06:35:10Z,NA,"{'AGE_GENDER': [{'Age': '13-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_DATAFILE': [{'Project HOPE Business Manager', 'CustomAudiencesDatafile'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-26"
23846493775890784,cancer FIGHTERS,0.99996734,NA,"Każdego dnia walczymy o zdrowie naszych Wojowników. Dla nas diagnoza to nie wyrok. Dołącz do drużyny Cancer Fighters i wspólnie pokonajmy raka! ↓↓--Projekt sfinansowano przez Narodowy Instytut Wolności - Centrum Rozwoju Społeczeństwa Obywatelskiego ze środków Programu #PROO na lata 2018-2030
Każdego dnia walczymy o zdrowie naszych Wojowników. Dla nas diagnoza to nie wyrok. Dołącz do drużyny Cancer Fighters i wspólnie pokonajmy raka! ↓↓
--
Projekt sfinansowano przez Narodowy Instytut Wolności - Centrum Rozwoju Społeczeństwa Obywatelskiego ze środków Programu #PROO na lata 2018-2030
cancer FIGHTERS
cancer FIGHTERS
Diagnoza to nie wyrok, tylko impuls do pokazania swojej wewnętrznej siły!
KRS: 0000581036
Fundacja Cancer Fighters
nr konta bankowego: 79124064941111001065329505
Like Page
Like
Comment",2020-12-25T19:06:11Z,NA,"{'AGE_GENDER': [{'Age': '6-43', 'Gender': 'ANY'}], 'LOCATION': [{'Warsaw, Masovian Voivodeship', 'Location'}]},2020-12-25,2020-12-25"
23846488896020444,Earthjustice,0.9999647,NA,"Behind nearly every major environmental win, you'll find Earthjustice. We've taken polluters to court for nearly fifty years. And we win. This year, we achieved more than 80 legal victories — setting far-reaching precedents for years to come.We’re counting on your help to claim even more victories for people and the planet in 2021. Donate before the December 31 deadline and your new or increased gift will be MATCHED. Double your impact today!
Behind nearly every major environmental win, you'll find Earthjustice. We've taken polluters to court for nearly fifty years. And we win. This year, we achieved more than 80 legal victories — setting far-reaching precedents for years to come.
We’re counting on your help to claim even more victories for people and the planet in 2021. Donate before the December 31 deadline and your new or increased gift will be MATCHED. Double your impact today!
ACT.EARTHJUSTICE.ORG
MATCH ENDS SOON
MATCH ENDS SOON
Not affiliated with Facebook
Donate Now
Like
Comment",2020-12-25T15:08:31Z,NA,"{'AGE_GENDER': [{'Age': '6-53', 'Gender': 'ANY'}], 'CUSTOM_AUDIENCES_DATAFILE': [{'Earthjustice', 'CustomAudiencesDatafile'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-29"
6213982420907,National Center for Missing & Exploited Children,0.999961,NA,"Imagine if everyone on Facebook shared a missing child poster...Like our page today and together, we'll never stop searching.
Imagine if everyone on Facebook shared a missing child poster...Like our page today and together, we'll never stop searching.
National Center for Missing & Exploited Children
National Center for Missing & Exploited Children
The nation’s resource for the issues of missing and sexually exploited children.
Like Page
Like
Comment",2020-12-25T17:39:53Z,NA,"{'AGE_GENDER': [{'Age': '8-38', 'Gender': 'ANY'}], 'LOCATION': [{'Location', 'the United States'}]},2020-12-25,2020-12-31"
